line_item,period,value,ticker,company_name
EBITDA,2022-12-31,10137353000000.0,ICBP.JK,Indofood CBP
EBITDA,2021-12-31,,ICBP.JK,Indofood CBP
EBIT,2025-12-31,15874334000000.0,ICBP.JK,Indofood CBP
EBIT,2024-12-31,13641685000000.0,ICBP.JK,Indofood CBP
EBIT,2023-12-31,13469406000000.0,ICBP.JK,Indofood CBP
EBIT,2022-12-31,9674042000000.0,ICBP.JK,Indofood CBP
EBIT,2021-12-31,,ICBP.JK,Indofood CBP
Net Interest Income,2025-12-31,-1344278000000.0,ICBP.JK,Indofood CBP
Net Interest Income,2024-12-31,-1179229000000.0,ICBP.JK,Indofood CBP
Net Interest Income,2023-12-31,-1405446000000.0,ICBP.JK,Indofood CBP
Net Interest Income,2022-12-31,-1907672000000.0,ICBP.JK,Indofood CBP
Net Interest Income,2021-12-31,,ICBP.JK,Indofood CBP
Interest Expense,2025-12-31,2153025000000.0,ICBP.JK,Indofood CBP
Interest Expense,2024-12-31,2142348000000.0,ICBP.JK,Indofood CBP
Interest Expense,2023-12-31,2024713000000.0,ICBP.JK,Indofood CBP
Interest Expense,2022-12-31,2148657000000.0,ICBP.JK,Indofood CBP
Interest Expense,2021-12-31,,ICBP.JK,Indofood CBP
Interest Income,2025-12-31,808747000000.0,ICBP.JK,Indofood CBP
Interest Income,2024-12-31,963119000000.0,ICBP.JK,Indofood CBP
Interest Income,2023-12-31,619267000000.0,ICBP.JK,Indofood CBP
Interest Income,2022-12-31,240985000000.0,ICBP.JK,Indofood CBP
Interest Income,2021-12-31,,ICBP.JK,Indofood CBP
Normalized Income,2025-12-31,9224927000000.0,ICBP.JK,Indofood CBP
Normalized Income,2024-12-31,7079369000000.0,ICBP.JK,Indofood CBP
Normalized Income,2023-12-31,6990572000000.0,ICBP.JK,Indofood CBP
Normalized Income,2022-12-31,4587367000000.0,ICBP.JK,Indofood CBP
Normalized Income,2021-12-31,,ICBP.JK,Indofood CBP
Net Income From Continuing And Discontinued Operation,2025-12-31,9224927000000.0,ICBP.JK,Indofood CBP
Net Income From Continuing And Discontinued Operation,2024-12-31,7079369000000.0,ICBP.JK,Indofood CBP
Net Income From Continuing And Discontinued Operation,2023-12-31,6990572000000.0,ICBP.JK,Indofood CBP
Net Income From Continuing And Discontinued Operation,2022-12-31,4587367000000.0,ICBP.JK,Indofood CBP
Net Income From Continuing And Discontinued Operation,2021-12-31,,ICBP.JK,Indofood CBP
Total Expenses,2025-12-31,58977271000000.0,ICBP.JK,Indofood CBP
Total Expenses,2024-12-31,56278344000000.0,ICBP.JK,Indofood CBP
Total Expenses,2023-12-31,53112168000000.0,ICBP.JK,Indofood CBP
Total Expenses,2022-12-31,52162557000000.0,ICBP.JK,Indofood CBP
Total Expenses,2021-12-31,,ICBP.JK,Indofood CBP
Rent Expense Supplemental,2025-12-31,176304000000.0,ICBP.JK,Indofood CBP
Rent Expense Supplemental,2024-12-31,123038000000.0,ICBP.JK,Indofood CBP
Rent Expense Supplemental,2023-12-31,134292000000.0,ICBP.JK,Indofood CBP
Rent Expense Supplemental,2022-12-31,154294000000.0,ICBP.JK,Indofood CBP
Rent Expense Supplemental,2021-12-31,,ICBP.JK,Indofood CBP
Total Operating Income As Reported,2025-12-31,16655530000000.0,ICBP.JK,Indofood CBP
Total Operating Income As Reported,2024-12-31,16321190000000.0,ICBP.JK,Indofood CBP
Total Operating Income As Reported,2023-12-31,14387607000000.0,ICBP.JK,Indofood CBP
Total Operating Income As Reported,2022-12-31,13377646000000.0,ICBP.JK,Indofood CBP
Total Operating Income As Reported,2021-12-31,,ICBP.JK,Indofood CBP
Diluted Average Shares,2025-12-31,11661908000.0,ICBP.JK,Indofood CBP
Diluted Average Shares,2024-12-31,11661908000.0,ICBP.JK,Indofood CBP
Diluted Average Shares,2023-12-31,11661908000.0,ICBP.JK,Indofood CBP
Diluted Average Shares,2022-12-31,11661908000.0,ICBP.JK,Indofood CBP
Diluted Average Shares,2021-12-31,,ICBP.JK,Indofood CBP
Basic Average Shares,2025-12-31,11661908000.0,ICBP.JK,Indofood CBP
Basic Average Shares,2024-12-31,11661908000.0,ICBP.JK,Indofood CBP
Basic Average Shares,2023-12-31,11661908000.0,ICBP.JK,Indofood CBP
Basic Average Shares,2022-12-31,11661908000.0,ICBP.JK,Indofood CBP
Basic Average Shares,2021-12-31,,ICBP.JK,Indofood CBP
Diluted EPS,2025-12-31,791.0,ICBP.JK,Indofood CBP
Diluted EPS,2024-12-31,607.0,ICBP.JK,Indofood CBP
Diluted EPS,2023-12-31,599.0,ICBP.JK,Indofood CBP
Diluted EPS,2022-12-31,393.0,ICBP.JK,Indofood CBP
Diluted EPS,2021-12-31,,ICBP.JK,Indofood CBP
Basic EPS,2025-12-31,791.0,ICBP.JK,Indofood CBP
Basic EPS,2024-12-31,607.0,ICBP.JK,Indofood CBP
Basic EPS,2023-12-31,599.0,ICBP.JK,Indofood CBP
Basic EPS,2022-12-31,393.0,ICBP.JK,Indofood CBP
Basic EPS,2021-12-31,,ICBP.JK,Indofood CBP
Diluted NI Availto Com Stockholders,2025-12-31,9224927000000.0,ICBP.JK,Indofood CBP
Diluted NI Availto Com Stockholders,2024-12-31,7079369000000.0,ICBP.JK,Indofood CBP
Diluted NI Availto Com Stockholders,2023-12-31,6990572000000.0,ICBP.JK,Indofood CBP
Diluted NI Availto Com Stockholders,2022-12-31,4587367000000.0,ICBP.JK,Indofood CBP
Diluted NI Availto Com Stockholders,2021-12-31,,ICBP.JK,Indofood CBP
Net Income Common Stockholders,2025-12-31,9224927000000.0,ICBP.JK,Indofood CBP
Net Income Common Stockholders,2024-12-31,7079369000000.0,ICBP.JK,Indofood CBP
Net Income Common Stockholders,2023-12-31,6990572000000.0,ICBP.JK,Indofood CBP
Net Income Common Stockholders,2022-12-31,4587367000000.0,ICBP.JK,Indofood CBP
Net Income Common Stockholders,2021-12-31,,ICBP.JK,Indofood CBP
Otherunder Preferred Stock Dividend,2025-12-31,0.0,ICBP.JK,Indofood CBP
Otherunder Preferred Stock Dividend,2024-12-31,0.0,ICBP.JK,Indofood CBP
Otherunder Preferred Stock Dividend,2023-12-31,0.0,ICBP.JK,Indofood CBP
Otherunder Preferred Stock Dividend,2022-12-31,0.0,ICBP.JK,Indofood CBP
Otherunder Preferred Stock Dividend,2021-12-31,,ICBP.JK,Indofood CBP
Net Income,2025-12-31,9224927000000.0,ICBP.JK,Indofood CBP
Net Income,2024-12-31,7079369000000.0,ICBP.JK,Indofood CBP
Net Income,2023-12-31,6990572000000.0,ICBP.JK,Indofood CBP
Net Income,2022-12-31,4587367000000.0,ICBP.JK,Indofood CBP
Net Income,2021-12-31,,ICBP.JK,Indofood CBP
Minority Interests,2025-12-31,-1531182000000.0,ICBP.JK,Indofood CBP
Minority Interests,2024-12-31,-1734008000000.0,ICBP.JK,Indofood CBP
Minority Interests,2023-12-31,-1474551000000.0,ICBP.JK,Indofood CBP
Minority Interests,2022-12-31,-1134827000000.0,ICBP.JK,Indofood CBP
Minority Interests,2021-12-31,,ICBP.JK,Indofood CBP
Net Income Including Noncontrolling Interests,2025-12-31,10756109000000.0,ICBP.JK,Indofood CBP
Net Income Including Noncontrolling Interests,2024-12-31,8813377000000.0,ICBP.JK,Indofood CBP
Net Income Including Noncontrolling Interests,2023-12-31,8465123000000.0,ICBP.JK,Indofood CBP
Net Income Including Noncontrolling Interests,2022-12-31,5722194000000.0,ICBP.JK,Indofood CBP
Net Income Including Noncontrolling Interests,2021-12-31,,ICBP.JK,Indofood CBP
Net Income Continuous Operations,2025-12-31,10756109000000.0,ICBP.JK,Indofood CBP
Net Income Continuous Operations,2024-12-31,8813377000000.0,ICBP.JK,Indofood CBP
Net Income Continuous Operations,2023-12-31,8465123000000.0,ICBP.JK,Indofood CBP
Net Income Continuous Operations,2022-12-31,5722194000000.0,ICBP.JK,Indofood CBP
Net Income Continuous Operations,2021-12-31,,ICBP.JK,Indofood CBP
Tax Provision,2025-12-31,2965200000000.0,ICBP.JK,Indofood CBP
Tax Provision,2024-12-31,2685960000000.0,ICBP.JK,Indofood CBP
Tax Provision,2023-12-31,2979570000000.0,ICBP.JK,Indofood CBP
Tax Provision,2022-12-31,1803191000000.0,ICBP.JK,Indofood CBP
Tax Provision,2021-12-31,,ICBP.JK,Indofood CBP
Pretax Income,2025-12-31,13721309000000.0,ICBP.JK,Indofood CBP
Pretax Income,2024-12-31,11499337000000.0,ICBP.JK,Indofood CBP
Pretax Income,2023-12-31,11444693000000.0,ICBP.JK,Indofood CBP
Pretax Income,2022-12-31,7525385000000.0,ICBP.JK,Indofood CBP
Pretax Income,2021-12-31,,ICBP.JK,Indofood CBP
Other Non Operating Income Expenses,2025-12-31,-114905000000.0,ICBP.JK,Indofood CBP
Other Non Operating Income Expenses,2024-12-31,-139160000000.0,ICBP.JK,Indofood CBP
Other Non Operating Income Expenses,2023-12-31,-95954000000.0,ICBP.JK,Indofood CBP
Other Non Operating Income Expenses,2022-12-31,-35808000000.0,ICBP.JK,Indofood CBP
Other Non Operating Income Expenses,2021-12-31,,ICBP.JK,Indofood CBP
Special Income Charges,2025-12-31,,ICBP.JK,Indofood CBP
Special Income Charges,2024-12-31,,ICBP.JK,Indofood CBP
Special Income Charges,2023-12-31,-240558000000.0,ICBP.JK,Indofood CBP
Special Income Charges,2022-12-31,-197062000000.0,ICBP.JK,Indofood CBP
Special Income Charges,2021-12-31,0.0,ICBP.JK,Indofood CBP
Write Off,2025-12-31,,ICBP.JK,Indofood CBP
Write Off,2024-12-31,,ICBP.JK,Indofood CBP
Write Off,2023-12-31,240558000000.0,ICBP.JK,Indofood CBP
Write Off,2022-12-31,197062000000.0,ICBP.JK,Indofood CBP
Write Off,2021-12-31,161257000000.0,ICBP.JK,Indofood CBP
Impairment Of Capital Assets,2025-12-31,,ICBP.JK,Indofood CBP
Impairment Of Capital Assets,2024-12-31,,ICBP.JK,Indofood CBP
Impairment Of Capital Assets,2023-12-31,,ICBP.JK,Indofood CBP
Impairment Of Capital Assets,2022-12-31,,ICBP.JK,Indofood CBP
Impairment Of Capital Assets,2021-12-31,0.0,ICBP.JK,Indofood CBP
Net Non Operating Interest Income Expense,2025-12-31,-1344278000000.0,ICBP.JK,Indofood CBP
Net Non Operating Interest Income Expense,2024-12-31,-1179229000000.0,ICBP.JK,Indofood CBP
Net Non Operating Interest Income Expense,2023-12-31,-1405446000000.0,ICBP.JK,Indofood CBP
Net Non Operating Interest Income Expense,2022-12-31,-1907672000000.0,ICBP.JK,Indofood CBP
Net Non Operating Interest Income Expense,2021-12-31,,ICBP.JK,Indofood CBP
Total Other Finance Cost,2025-12-31,2134271000000.0,ICBP.JK,Indofood CBP
Total Other Finance Cost,2024-12-31,2125948000000.0,ICBP.JK,Indofood CBP
Total Other Finance Cost,2023-12-31,,ICBP.JK,Indofood CBP
Total Other Finance Cost,2022-12-31,,ICBP.JK,Indofood CBP
Total Other Finance Cost,2021-12-31,,ICBP.JK,Indofood CBP
Interest Expense Non Operating,2025-12-31,2153025000000.0,ICBP.JK,Indofood CBP
Interest Expense Non Operating,2024-12-31,2142348000000.0,ICBP.JK,Indofood CBP
Interest Expense Non Operating,2023-12-31,2024713000000.0,ICBP.JK,Indofood CBP
Interest Expense Non Operating,2022-12-31,2148657000000.0,ICBP.JK,Indofood CBP
Interest Expense Non Operating,2021-12-31,,ICBP.JK,Indofood CBP
Interest Income Non Operating,2025-12-31,808747000000.0,ICBP.JK,Indofood CBP
Interest Income Non Operating,2024-12-31,963119000000.0,ICBP.JK,Indofood CBP
Interest Income Non Operating,2023-12-31,619267000000.0,ICBP.JK,Indofood CBP
Interest Income Non Operating,2022-12-31,240985000000.0,ICBP.JK,Indofood CBP
Interest Income Non Operating,2021-12-31,,ICBP.JK,Indofood CBP
Operating Income,2025-12-31,15873652000000.0,ICBP.JK,Indofood CBP
Operating Income,2024-12-31,16318844000000.0,ICBP.JK,Indofood CBP
Operating Income,2023-12-31,14797733000000.0,ICBP.JK,Indofood CBP
Operating Income,2022-12-31,12634959000000.0,ICBP.JK,Indofood CBP
Operating Income,2021-12-31,,ICBP.JK,Indofood CBP
Operating Expense,2025-12-31,10486768000000.0,ICBP.JK,Indofood CBP
Operating Expense,2024-12-31,10574245000000.0,ICBP.JK,Indofood CBP
Operating Expense,2023-12-31,10328527000000.0,ICBP.JK,Indofood CBP
Operating Expense,2022-12-31,9157327000000.0,ICBP.JK,Indofood CBP
Operating Expense,2021-12-31,,ICBP.JK,Indofood CBP
Other Operating Expenses,2025-12-31,328325000000.0,ICBP.JK,Indofood CBP
Other Operating Expenses,2024-12-31,265827000000.0,ICBP.JK,Indofood CBP
Other Operating Expenses,2023-12-31,337065000000.0,ICBP.JK,Indofood CBP
Other Operating Expenses,2022-12-31,318822000000.0,ICBP.JK,Indofood CBP
Other Operating Expenses,2021-12-31,,ICBP.JK,Indofood CBP
Depreciation And Amortization In Income Statement,2025-12-31,357233000000.0,ICBP.JK,Indofood CBP
Depreciation And Amortization In Income Statement,2024-12-31,358616000000.0,ICBP.JK,Indofood CBP
Depreciation And Amortization In Income Statement,2023-12-31,357984000000.0,ICBP.JK,Indofood CBP
Depreciation And Amortization In Income Statement,2022-12-31,463311000000.0,ICBP.JK,Indofood CBP
Depreciation And Amortization In Income Statement,2021-12-31,,ICBP.JK,Indofood CBP
Amortization,2025-12-31,133238000000.0,ICBP.JK,Indofood CBP
Amortization,2024-12-31,133238000000.0,ICBP.JK,Indofood CBP
Amortization,2023-12-31,133238000000.0,ICBP.JK,Indofood CBP
Amortization,2022-12-31,133238000000.0,ICBP.JK,Indofood CBP
Amortization,2021-12-31,,ICBP.JK,Indofood CBP
Depreciation Income Statement,2025-12-31,223995000000.0,ICBP.JK,Indofood CBP
Depreciation Income Statement,2024-12-31,225378000000.0,ICBP.JK,Indofood CBP
Depreciation Income Statement,2023-12-31,224746000000.0,ICBP.JK,Indofood CBP
Depreciation Income Statement,2022-12-31,330073000000.0,ICBP.JK,Indofood CBP
Depreciation Income Statement,2021-12-31,,ICBP.JK,Indofood CBP
Selling General And Administration,2025-12-31,7674680000000.0,ICBP.JK,Indofood CBP
Selling General And Administration,2024-12-31,7759259000000.0,ICBP.JK,Indofood CBP
Selling General And Administration,2023-12-31,7245671000000.0,ICBP.JK,Indofood CBP
Selling General And Administration,2022-12-31,6627008000000.0,ICBP.JK,Indofood CBP
Selling General And Administration,2021-12-31,,ICBP.JK,Indofood CBP
Selling And Marketing Expense,2025-12-31,6642820000000.0,ICBP.JK,Indofood CBP
Selling And Marketing Expense,2024-12-31,6694992000000.0,ICBP.JK,Indofood CBP
Selling And Marketing Expense,2023-12-31,6348034000000.0,ICBP.JK,Indofood CBP
Selling And Marketing Expense,2022-12-31,5860774000000.0,ICBP.JK,Indofood CBP
Selling And Marketing Expense,2021-12-31,,ICBP.JK,Indofood CBP
General And Administrative Expense,2025-12-31,1031860000000.0,ICBP.JK,Indofood CBP
General And Administrative Expense,2024-12-31,1064267000000.0,ICBP.JK,Indofood CBP
General And Administrative Expense,2023-12-31,897637000000.0,ICBP.JK,Indofood CBP
General And Administrative Expense,2022-12-31,766234000000.0,ICBP.JK,Indofood CBP
General And Administrative Expense,2021-12-31,,ICBP.JK,Indofood CBP
Rent And Landing Fees,2025-12-31,176304000000.0,ICBP.JK,Indofood CBP
Rent And Landing Fees,2024-12-31,123038000000.0,ICBP.JK,Indofood CBP
Rent And Landing Fees,2023-12-31,134292000000.0,ICBP.JK,Indofood CBP
Rent And Landing Fees,2022-12-31,154294000000.0,ICBP.JK,Indofood CBP
Rent And Landing Fees,2021-12-31,,ICBP.JK,Indofood CBP
Gross Profit,2025-12-31,26360420000000.0,ICBP.JK,Indofood CBP
Gross Profit,2024-12-31,26893089000000.0,ICBP.JK,Indofood CBP
Gross Profit,2023-12-31,25126260000000.0,ICBP.JK,Indofood CBP
Gross Profit,2022-12-31,21792286000000.0,ICBP.JK,Indofood CBP
Gross Profit,2021-12-31,,ICBP.JK,Indofood CBP
Cost Of Revenue,2025-12-31,48490503000000.0,ICBP.JK,Indofood CBP
Cost Of Revenue,2024-12-31,45704099000000.0,ICBP.JK,Indofood CBP
Cost Of Revenue,2023-12-31,42783641000000.0,ICBP.JK,Indofood CBP
Cost Of Revenue,2022-12-31,43005230000000.0,ICBP.JK,Indofood CBP
Cost Of Revenue,2021-12-31,,ICBP.JK,Indofood CBP
Total Revenue,2025-12-31,74850923000000.0,ICBP.JK,Indofood CBP
Total Revenue,2024-12-31,72597188000000.0,ICBP.JK,Indofood CBP
Total Revenue,2023-12-31,67909901000000.0,ICBP.JK,Indofood CBP
Total Revenue,2022-12-31,64797516000000.0,ICBP.JK,Indofood CBP
Total Revenue,2021-12-31,,ICBP.JK,Indofood CBP
Operating Revenue,2025-12-31,74850923000000.0,ICBP.JK,Indofood CBP
Operating Revenue,2024-12-31,72597188000000.0,ICBP.JK,Indofood CBP
Operating Revenue,2023-12-31,67909901000000.0,ICBP.JK,Indofood CBP
Operating Revenue,2022-12-31,64797516000000.0,ICBP.JK,Indofood CBP
Operating Revenue,2021-12-31,,ICBP.JK,Indofood CBP
Tax Effect Of Unusual Items,2025-12-31,-257233460000.0,GOTO.JK,GoTo Gojek Tokopedia
Tax Effect Of Unusual Items,2024-12-31,-282881280000.0,GOTO.JK,GoTo Gojek Tokopedia
Tax Effect Of Unusual Items,2023-12-31,-102503572360.99867,GOTO.JK,GoTo Gojek Tokopedia
Tax Effect Of Unusual Items,2022-12-31,-36751454973.53578,GOTO.JK,GoTo Gojek Tokopedia
Tax Rate For Calcs,2025-12-31,0.22,GOTO.JK,GoTo Gojek Tokopedia
Tax Rate For Calcs,2024-12-31,0.22,GOTO.JK,GoTo Gojek Tokopedia
Tax Rate For Calcs,2023-12-31,0.001276,GOTO.JK,GoTo Gojek Tokopedia
Tax Rate For Calcs,2022-12-31,0.003356,GOTO.JK,GoTo Gojek Tokopedia
Normalized EBITDA,2025-12-31,997077000000.0,GOTO.JK,GoTo Gojek Tokopedia
Normalized EBITDA,2024-12-31,-3069582000000.0,GOTO.JK,GoTo Gojek Tokopedia
Normalized EBITDA,2023-12-31,-86070548000000.0,GOTO.JK,GoTo Gojek Tokopedia
Normalized EBITDA,2022-12-31,-37491016000000.0,GOTO.JK,GoTo Gojek Tokopedia
Total Unusual Items,2025-12-31,-812413000000.0,GOTO.JK,GoTo Gojek Tokopedia
Total Unusual Items,2024-12-31,-977710000000.0,GOTO.JK,GoTo Gojek Tokopedia
Total Unusual Items,2023-12-31,-1534945000000.0,GOTO.JK,GoTo Gojek Tokopedia
Total Unusual Items,2022-12-31,52618000000.0,GOTO.JK,GoTo Gojek Tokopedia
Total Unusual Items Excluding Goodwill,2025-12-31,-1169243000000.0,GOTO.JK,GoTo Gojek Tokopedia
Total Unusual Items Excluding Goodwill,2024-12-31,-1285824000000.0,GOTO.JK,GoTo Gojek Tokopedia
Total Unusual Items Excluding Goodwill,2023-12-31,-80302455000000.0,GOTO.JK,GoTo Gojek Tokopedia
Total Unusual Items Excluding Goodwill,2022-12-31,-10951254000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Income From Continuing Operation Net Minority Interest,2025-12-31,-1185654000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Income From Continuing Operation Net Minority Interest,2024-12-31,-5154924000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Income From Continuing Operation Net Minority Interest,2023-12-31,-90395629000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Income From Continuing Operation Net Minority Interest,2022-12-31,-39571161000000.0,GOTO.JK,GoTo Gojek Tokopedia
Reconciled Depreciation,2025-12-31,748552000000.0,GOTO.JK,GoTo Gojek Tokopedia
Reconciled Depreciation,2024-12-31,744175000000.0,GOTO.JK,GoTo Gojek Tokopedia
Reconciled Depreciation,2023-12-31,2671148000000.0,GOTO.JK,GoTo Gojek Tokopedia
Reconciled Depreciation,2022-12-31,2912887000000.0,GOTO.JK,GoTo Gojek Tokopedia
Reconciled Cost Of Revenue,2025-12-31,7746034000000.0,GOTO.JK,GoTo Gojek Tokopedia
Reconciled Cost Of Revenue,2024-12-31,7413392000000.0,GOTO.JK,GoTo Gojek Tokopedia
Reconciled Cost Of Revenue,2023-12-31,5093179000000.0,GOTO.JK,GoTo Gojek Tokopedia
Reconciled Cost Of Revenue,2022-12-31,5479970000000.0,GOTO.JK,GoTo Gojek Tokopedia
EBITDA,2025-12-31,184664000000.0,GOTO.JK,GoTo Gojek Tokopedia
EBITDA,2024-12-31,-4047292000000.0,GOTO.JK,GoTo Gojek Tokopedia
EBITDA,2023-12-31,-87605493000000.0,GOTO.JK,GoTo Gojek Tokopedia
EBITDA,2022-12-31,-37438398000000.0,GOTO.JK,GoTo Gojek Tokopedia
EBIT,2025-12-31,-563888000000.0,GOTO.JK,GoTo Gojek Tokopedia
EBIT,2024-12-31,-4791467000000.0,GOTO.JK,GoTo Gojek Tokopedia
EBIT,2023-12-31,-90276641000000.0,GOTO.JK,GoTo Gojek Tokopedia
EBIT,2022-12-31,-40351285000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Interest Income,2025-12-31,37953000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Interest Income,2024-12-31,242396000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Interest Income,2023-12-31,266495000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Interest Income,2022-12-31,384839000000.0,GOTO.JK,GoTo Gojek Tokopedia
Interest Expense,2025-12-31,522716000000.0,GOTO.JK,GoTo Gojek Tokopedia
Interest Expense,2024-12-31,484363000000.0,GOTO.JK,GoTo Gojek Tokopedia
Interest Expense,2023-12-31,357777000000.0,GOTO.JK,GoTo Gojek Tokopedia
Interest Expense,2022-12-31,193271000000.0,GOTO.JK,GoTo Gojek Tokopedia
Interest Income,2025-12-31,475235000000.0,GOTO.JK,GoTo Gojek Tokopedia
Interest Income,2024-12-31,553383000000.0,GOTO.JK,GoTo Gojek Tokopedia
Interest Income,2023-12-31,435900000000.0,GOTO.JK,GoTo Gojek Tokopedia
Interest Income,2022-12-31,502166000000.0,GOTO.JK,GoTo Gojek Tokopedia
Normalized Income,2025-12-31,83185540000.0,GOTO.JK,GoTo Gojek Tokopedia
Normalized Income,2024-12-31,-3843867280000.0,GOTO.JK,GoTo Gojek Tokopedia
Normalized Income,2023-12-31,68571832427639.0,GOTO.JK,GoTo Gojek Tokopedia
Normalized Income,2022-12-31,-17652786454973.535,GOTO.JK,GoTo Gojek Tokopedia
Net Income From Continuing And Discontinued Operation,2025-12-31,-1185654000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Income From Continuing And Discontinued Operation,2024-12-31,-5154924000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Income From Continuing And Discontinued Operation,2023-12-31,-90395629000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Income From Continuing And Discontinued Operation,2022-12-31,-39571161000000.0,GOTO.JK,GoTo Gojek Tokopedia
Total Expenses,2025-12-31,18700371000000.0,GOTO.JK,GoTo Gojek Tokopedia
Total Expenses,2024-12-31,18135336000000.0,GOTO.JK,GoTo Gojek Tokopedia
Total Expenses,2023-12-31,25064462000000.0,GOTO.JK,GoTo Gojek Tokopedia
Total Expenses,2022-12-31,41678795000000.0,GOTO.JK,GoTo Gojek Tokopedia
Total Operating Income As Reported,2025-12-31,-378254000000.0,GOTO.JK,GoTo Gojek Tokopedia
Total Operating Income As Reported,2024-12-31,-2240874000000.0,GOTO.JK,GoTo Gojek Tokopedia
Total Operating Income As Reported,2023-12-31,-10278970000000.0,GOTO.JK,GoTo Gojek Tokopedia
Total Operating Income As Reported,2022-12-31,-30329628000000.0,GOTO.JK,GoTo Gojek Tokopedia
Diluted Average Shares,2025-12-31,1057699754605.0,GOTO.JK,GoTo Gojek Tokopedia
Diluted Average Shares,2024-12-31,1072973660164.0,GOTO.JK,GoTo Gojek Tokopedia
Diluted Average Shares,2023-12-31,1062288021823.0,GOTO.JK,GoTo Gojek Tokopedia
Diluted Average Shares,2022-12-31,1020306384592.0,GOTO.JK,GoTo Gojek Tokopedia
Basic Average Shares,2025-12-31,1057699754605.0,GOTO.JK,GoTo Gojek Tokopedia
Basic Average Shares,2024-12-31,1072973660164.0,GOTO.JK,GoTo Gojek Tokopedia
Basic Average Shares,2023-12-31,1062288021823.0,GOTO.JK,GoTo Gojek Tokopedia
Basic Average Shares,2022-12-31,1020306384592.0,GOTO.JK,GoTo Gojek Tokopedia
Diluted EPS,2025-12-31,-1.12,GOTO.JK,GoTo Gojek Tokopedia
Diluted EPS,2024-12-31,-4.8,GOTO.JK,GoTo Gojek Tokopedia
Diluted EPS,2023-12-31,-85.0,GOTO.JK,GoTo Gojek Tokopedia
Diluted EPS,2022-12-31,-39.0,GOTO.JK,GoTo Gojek Tokopedia
Basic EPS,2025-12-31,-1.12,GOTO.JK,GoTo Gojek Tokopedia
Basic EPS,2024-12-31,-4.8,GOTO.JK,GoTo Gojek Tokopedia
Basic EPS,2023-12-31,-85.0,GOTO.JK,GoTo Gojek Tokopedia
Basic EPS,2022-12-31,-39.0,GOTO.JK,GoTo Gojek Tokopedia
Diluted NI Availto Com Stockholders,2025-12-31,-1185654000000.0,GOTO.JK,GoTo Gojek Tokopedia
Diluted NI Availto Com Stockholders,2024-12-31,-5154924000000.0,GOTO.JK,GoTo Gojek Tokopedia
Diluted NI Availto Com Stockholders,2023-12-31,-90395629000000.0,GOTO.JK,GoTo Gojek Tokopedia
Diluted NI Availto Com Stockholders,2022-12-31,-39571161000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Income Common Stockholders,2025-12-31,-1185654000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Income Common Stockholders,2024-12-31,-5154924000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Income Common Stockholders,2023-12-31,-90395629000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Income Common Stockholders,2022-12-31,-39571161000000.0,GOTO.JK,GoTo Gojek Tokopedia
Otherunder Preferred Stock Dividend,2025-12-31,0.0,GOTO.JK,GoTo Gojek Tokopedia
Otherunder Preferred Stock Dividend,2024-12-31,0.0,GOTO.JK,GoTo Gojek Tokopedia
Otherunder Preferred Stock Dividend,2023-12-31,0.0,GOTO.JK,GoTo Gojek Tokopedia
Otherunder Preferred Stock Dividend,2022-12-31,0.0,GOTO.JK,GoTo Gojek Tokopedia
Net Income,2025-12-31,-1185654000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Income,2024-12-31,-5154924000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Income,2023-12-31,-90395629000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Income,2022-12-31,-39571161000000.0,GOTO.JK,GoTo Gojek Tokopedia
Minority Interests,2025-12-31,316031000000.0,GOTO.JK,GoTo Gojek Tokopedia
Minority Interests,2024-12-31,309931000000.0,GOTO.JK,GoTo Gojek Tokopedia
Minority Interests,2023-12-31,123097000000.0,GOTO.JK,GoTo Gojek Tokopedia
Minority Interests,2022-12-31,837331000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Income Including Noncontrolling Interests,2025-12-31,-1501685000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Income Including Noncontrolling Interests,2024-12-31,-5464855000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Income Including Noncontrolling Interests,2023-12-31,-90518726000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Income Including Noncontrolling Interests,2022-12-31,-40408492000000.0,GOTO.JK,GoTo Gojek Tokopedia
Net Income Continuous Operations,2025-12-31,-1501685000000.0,GOTO.JK,GoTo Gojek Tokopedia
