line_item,period,value,ticker,company_name
Insurance And Claims,2024-12-31,3477112000000.0,BMRI.JK,Bank Mandiri
Insurance And Claims,2023-12-31,3060846000000.0,BMRI.JK,Bank Mandiri
Insurance And Claims,2022-12-31,2777783000000.0,BMRI.JK,Bank Mandiri
Insurance And Claims,2021-12-31,,BMRI.JK,Bank Mandiri
Rent And Landing Fees,2025-12-31,1531224000000.0,BMRI.JK,Bank Mandiri
Rent And Landing Fees,2024-12-31,1083568000000.0,BMRI.JK,Bank Mandiri
Rent And Landing Fees,2023-12-31,813808000000.0,BMRI.JK,Bank Mandiri
Rent And Landing Fees,2022-12-31,897454000000.0,BMRI.JK,Bank Mandiri
Rent And Landing Fees,2021-12-31,,BMRI.JK,Bank Mandiri
Total Revenue,2025-12-31,140173049000000.0,BMRI.JK,Bank Mandiri
Total Revenue,2024-12-31,134799086000000.0,BMRI.JK,Bank Mandiri
Total Revenue,2023-12-31,124193814000000.0,BMRI.JK,Bank Mandiri
Total Revenue,2022-12-31,115633384000000.0,BMRI.JK,Bank Mandiri
Total Revenue,2021-12-31,,BMRI.JK,Bank Mandiri
Operating Revenue,2025-12-31,140173049000000.0,BMRI.JK,Bank Mandiri
Operating Revenue,2024-12-31,134799086000000.0,BMRI.JK,Bank Mandiri
Operating Revenue,2023-12-31,124193814000000.0,BMRI.JK,Bank Mandiri
Operating Revenue,2022-12-31,115633384000000.0,BMRI.JK,Bank Mandiri
Operating Revenue,2021-12-31,,BMRI.JK,Bank Mandiri
Tax Effect Of Unusual Items,2025-12-31,-13292536628.535843,TLKM.JK,Telkom Indonesia
Tax Effect Of Unusual Items,2024-12-31,70113875598.08612,TLKM.JK,Telkom Indonesia
Tax Effect Of Unusual Items,2023-12-31,-169477259378.43152,TLKM.JK,Telkom Indonesia
Tax Effect Of Unusual Items,2022-12-31,-1478046115838.5945,TLKM.JK,Telkom Indonesia
Tax Effect Of Unusual Items,2021-12-31,,TLKM.JK,Telkom Indonesia
Tax Rate For Calcs,2025-12-31,0.214396,TLKM.JK,Telkom Indonesia
Tax Rate For Calcs,2024-12-31,0.216401,TLKM.JK,Telkom Indonesia
Tax Rate For Calcs,2023-12-31,0.21617,TLKM.JK,Telkom Indonesia
Tax Rate For Calcs,2022-12-31,0.239089,TLKM.JK,Telkom Indonesia
Tax Rate For Calcs,2021-12-31,,TLKM.JK,Telkom Indonesia
Normalized EBITDA,2025-12-31,73432000000000.0,TLKM.JK,Telkom Indonesia
Normalized EBITDA,2024-12-31,76651000000000.0,TLKM.JK,Telkom Indonesia
Normalized EBITDA,2023-12-31,78900000000000.0,TLKM.JK,Telkom Indonesia
Normalized EBITDA,2022-12-31,79818000000000.0,TLKM.JK,Telkom Indonesia
Normalized EBITDA,2021-12-31,,TLKM.JK,Telkom Indonesia
Total Unusual Items,2025-12-31,-62000000000.0,TLKM.JK,Telkom Indonesia
Total Unusual Items,2024-12-31,324000000000.0,TLKM.JK,Telkom Indonesia
Total Unusual Items,2023-12-31,-784000000000.0,TLKM.JK,Telkom Indonesia
Total Unusual Items,2022-12-31,-6182000000000.0,TLKM.JK,Telkom Indonesia
Total Unusual Items,2021-12-31,,TLKM.JK,Telkom Indonesia
Total Unusual Items Excluding Goodwill,2025-12-31,-62000000000.0,TLKM.JK,Telkom Indonesia
Total Unusual Items Excluding Goodwill,2024-12-31,324000000000.0,TLKM.JK,Telkom Indonesia
Total Unusual Items Excluding Goodwill,2023-12-31,-784000000000.0,TLKM.JK,Telkom Indonesia
Total Unusual Items Excluding Goodwill,2022-12-31,-6182000000000.0,TLKM.JK,Telkom Indonesia
Total Unusual Items Excluding Goodwill,2021-12-31,,TLKM.JK,Telkom Indonesia
Net Income From Continuing Operation Net Minority Interest,2025-12-31,17486000000000.0,TLKM.JK,Telkom Indonesia
Net Income From Continuing Operation Net Minority Interest,2024-12-31,22365000000000.0,TLKM.JK,Telkom Indonesia
Net Income From Continuing Operation Net Minority Interest,2023-12-31,23053000000000.0,TLKM.JK,Telkom Indonesia
Net Income From Continuing Operation Net Minority Interest,2022-12-31,20736000000000.0,TLKM.JK,Telkom Indonesia
Net Income From Continuing Operation Net Minority Interest,2021-12-31,,TLKM.JK,Telkom Indonesia
Reconciled Depreciation,2025-12-31,37653000000000.0,TLKM.JK,Telkom Indonesia
Reconciled Depreciation,2024-12-31,34134000000000.0,TLKM.JK,Telkom Indonesia
Reconciled Depreciation,2023-12-31,34265000000000.0,TLKM.JK,Telkom Indonesia
Reconciled Depreciation,2022-12-31,33129000000000.0,TLKM.JK,Telkom Indonesia
Reconciled Depreciation,2021-12-31,,TLKM.JK,Telkom Indonesia
Reconciled Cost Of Revenue,2025-12-31,48252000000000.0,TLKM.JK,Telkom Indonesia
Reconciled Cost Of Revenue,2024-12-31,48082000000000.0,TLKM.JK,Telkom Indonesia
Reconciled Cost Of Revenue,2023-12-31,46081000000000.0,TLKM.JK,Telkom Indonesia
Reconciled Cost Of Revenue,2022-12-31,43624000000000.0,TLKM.JK,Telkom Indonesia
Reconciled Cost Of Revenue,2021-12-31,,TLKM.JK,Telkom Indonesia
EBITDA,2025-12-31,73370000000000.0,TLKM.JK,Telkom Indonesia
EBITDA,2024-12-31,76975000000000.0,TLKM.JK,Telkom Indonesia
EBITDA,2023-12-31,78116000000000.0,TLKM.JK,Telkom Indonesia
EBITDA,2022-12-31,73636000000000.0,TLKM.JK,Telkom Indonesia
EBITDA,2021-12-31,,TLKM.JK,Telkom Indonesia
EBIT,2025-12-31,35717000000000.0,TLKM.JK,Telkom Indonesia
EBIT,2024-12-31,42841000000000.0,TLKM.JK,Telkom Indonesia
EBIT,2023-12-31,43851000000000.0,TLKM.JK,Telkom Indonesia
EBIT,2022-12-31,40507000000000.0,TLKM.JK,Telkom Indonesia
EBIT,2021-12-31,,TLKM.JK,Telkom Indonesia
Net Interest Income,2025-12-31,-3547000000000.0,TLKM.JK,Telkom Indonesia
Net Interest Income,2024-12-31,-3854000000000.0,TLKM.JK,Telkom Indonesia
Net Interest Income,2023-12-31,-3631000000000.0,TLKM.JK,Telkom Indonesia
Net Interest Income,2022-12-31,-3199000000000.0,TLKM.JK,Telkom Indonesia
Net Interest Income,2021-12-31,,TLKM.JK,Telkom Indonesia
Interest Expense,2025-12-31,5208000000000.0,TLKM.JK,Telkom Indonesia
Interest Expense,2024-12-31,5221000000000.0,TLKM.JK,Telkom Indonesia
Interest Expense,2023-12-31,4692000000000.0,TLKM.JK,Telkom Indonesia
Interest Expense,2022-12-31,4077000000000.0,TLKM.JK,Telkom Indonesia
Interest Expense,2021-12-31,,TLKM.JK,Telkom Indonesia
Interest Income,2025-12-31,1661000000000.0,TLKM.JK,Telkom Indonesia
Interest Income,2024-12-31,1367000000000.0,TLKM.JK,Telkom Indonesia
Interest Income,2023-12-31,1061000000000.0,TLKM.JK,Telkom Indonesia
Interest Income,2022-12-31,878000000000.0,TLKM.JK,Telkom Indonesia
Interest Income,2021-12-31,,TLKM.JK,Telkom Indonesia
Normalized Income,2025-12-31,17534707463371.465,TLKM.JK,Telkom Indonesia
Normalized Income,2024-12-31,22111113875598.086,TLKM.JK,Telkom Indonesia
Normalized Income,2023-12-31,23667522740621.57,TLKM.JK,Telkom Indonesia
Normalized Income,2022-12-31,25439953884161.406,TLKM.JK,Telkom Indonesia
Normalized Income,2021-12-31,,TLKM.JK,Telkom Indonesia
Net Income From Continuing And Discontinued Operation,2025-12-31,17486000000000.0,TLKM.JK,Telkom Indonesia
Net Income From Continuing And Discontinued Operation,2024-12-31,22365000000000.0,TLKM.JK,Telkom Indonesia
Net Income From Continuing And Discontinued Operation,2023-12-31,23053000000000.0,TLKM.JK,Telkom Indonesia
Net Income From Continuing And Discontinued Operation,2022-12-31,20736000000000.0,TLKM.JK,Telkom Indonesia
Net Income From Continuing And Discontinued Operation,2021-12-31,,TLKM.JK,Telkom Indonesia
Total Expenses,2025-12-31,112623000000000.0,TLKM.JK,Telkom Indonesia
Total Expenses,2024-12-31,108820000000000.0,TLKM.JK,Telkom Indonesia
Total Expenses,2023-12-31,105643000000000.0,TLKM.JK,Telkom Indonesia
Total Expenses,2022-12-31,101408000000000.0,TLKM.JK,Telkom Indonesia
Total Expenses,2021-12-31,,TLKM.JK,Telkom Indonesia
Rent Expense Supplemental,2025-12-31,4638000000000.0,TLKM.JK,Telkom Indonesia
Rent Expense Supplemental,2024-12-31,3693000000000.0,TLKM.JK,Telkom Indonesia
Rent Expense Supplemental,2023-12-31,3770000000000.0,TLKM.JK,Telkom Indonesia
Rent Expense Supplemental,2022-12-31,3873000000000.0,TLKM.JK,Telkom Indonesia
Rent Expense Supplemental,2021-12-31,,TLKM.JK,Telkom Indonesia
Total Operating Income As Reported,2025-12-31,34057000000000.0,TLKM.JK,Telkom Indonesia
Total Operating Income As Reported,2024-12-31,41471000000000.0,TLKM.JK,Telkom Indonesia
Total Operating Income As Reported,2023-12-31,42789000000000.0,TLKM.JK,Telkom Indonesia
Total Operating Income As Reported,2022-12-31,39716000000000.0,TLKM.JK,Telkom Indonesia
Total Operating Income As Reported,2021-12-31,,TLKM.JK,Telkom Indonesia
Diluted Average Shares,2025-12-31,99061024659.0,TLKM.JK,Telkom Indonesia
Diluted Average Shares,2024-12-31,99062216600.0,TLKM.JK,Telkom Indonesia
Diluted Average Shares,2023-12-31,99062216600.0,TLKM.JK,Telkom Indonesia
Diluted Average Shares,2022-12-31,99062216599.0,TLKM.JK,Telkom Indonesia
Diluted Average Shares,2021-12-31,,TLKM.JK,Telkom Indonesia
Basic Average Shares,2025-12-31,99061024659.0,TLKM.JK,Telkom Indonesia
Basic Average Shares,2024-12-31,99062216600.0,TLKM.JK,Telkom Indonesia
Basic Average Shares,2023-12-31,99062216600.0,TLKM.JK,Telkom Indonesia
Basic Average Shares,2022-12-31,99062216599.0,TLKM.JK,Telkom Indonesia
Basic Average Shares,2021-12-31,,TLKM.JK,Telkom Indonesia
Diluted EPS,2025-12-31,179.83,TLKM.JK,Telkom Indonesia
Diluted EPS,2024-12-31,238.73,TLKM.JK,Telkom Indonesia
Diluted EPS,2023-12-31,247.92,TLKM.JK,Telkom Indonesia
Diluted EPS,2022-12-31,209.49,TLKM.JK,Telkom Indonesia
Diluted EPS,2021-12-31,,TLKM.JK,Telkom Indonesia
Basic EPS,2025-12-31,179.83,TLKM.JK,Telkom Indonesia
Basic EPS,2024-12-31,238.73,TLKM.JK,Telkom Indonesia
Basic EPS,2023-12-31,247.92,TLKM.JK,Telkom Indonesia
Basic EPS,2022-12-31,209.49,TLKM.JK,Telkom Indonesia
Basic EPS,2021-12-31,,TLKM.JK,Telkom Indonesia
Diluted NI Availto Com Stockholders,2025-12-31,17486000000000.0,TLKM.JK,Telkom Indonesia
Diluted NI Availto Com Stockholders,2024-12-31,22365000000000.0,TLKM.JK,Telkom Indonesia
Diluted NI Availto Com Stockholders,2023-12-31,23053000000000.0,TLKM.JK,Telkom Indonesia
Diluted NI Availto Com Stockholders,2022-12-31,20736000000000.0,TLKM.JK,Telkom Indonesia
Diluted NI Availto Com Stockholders,2021-12-31,,TLKM.JK,Telkom Indonesia
Net Income Common Stockholders,2025-12-31,17486000000000.0,TLKM.JK,Telkom Indonesia
Net Income Common Stockholders,2024-12-31,22365000000000.0,TLKM.JK,Telkom Indonesia
Net Income Common Stockholders,2023-12-31,23053000000000.0,TLKM.JK,Telkom Indonesia
Net Income Common Stockholders,2022-12-31,20736000000000.0,TLKM.JK,Telkom Indonesia
Net Income Common Stockholders,2021-12-31,,TLKM.JK,Telkom Indonesia
Net Income,2025-12-31,17486000000000.0,TLKM.JK,Telkom Indonesia
Net Income,2024-12-31,22365000000000.0,TLKM.JK,Telkom Indonesia
Net Income,2023-12-31,23053000000000.0,TLKM.JK,Telkom Indonesia
Net Income,2022-12-31,20736000000000.0,TLKM.JK,Telkom Indonesia
Net Income,2021-12-31,,TLKM.JK,Telkom Indonesia
Minority Interests,2025-12-31,-6482000000000.0,TLKM.JK,Telkom Indonesia
Minority Interests,2024-12-31,-7114000000000.0,TLKM.JK,Telkom Indonesia
Minority Interests,2023-12-31,-7641000000000.0,TLKM.JK,Telkom Indonesia
Minority Interests,2022-12-31,-6984000000000.0,TLKM.JK,Telkom Indonesia
Minority Interests,2021-12-31,,TLKM.JK,Telkom Indonesia
Net Income Including Noncontrolling Interests,2025-12-31,23968000000000.0,TLKM.JK,Telkom Indonesia
Net Income Including Noncontrolling Interests,2024-12-31,29479000000000.0,TLKM.JK,Telkom Indonesia
Net Income Including Noncontrolling Interests,2023-12-31,30694000000000.0,TLKM.JK,Telkom Indonesia
Net Income Including Noncontrolling Interests,2022-12-31,27720000000000.0,TLKM.JK,Telkom Indonesia
Net Income Including Noncontrolling Interests,2021-12-31,,TLKM.JK,Telkom Indonesia
Net Income Continuous Operations,2025-12-31,23968000000000.0,TLKM.JK,Telkom Indonesia
Net Income Continuous Operations,2024-12-31,29479000000000.0,TLKM.JK,Telkom Indonesia
Net Income Continuous Operations,2023-12-31,30694000000000.0,TLKM.JK,Telkom Indonesia
Net Income Continuous Operations,2022-12-31,27720000000000.0,TLKM.JK,Telkom Indonesia
Net Income Continuous Operations,2021-12-31,,TLKM.JK,Telkom Indonesia
Tax Provision,2025-12-31,6541000000000.0,TLKM.JK,Telkom Indonesia
Tax Provision,2024-12-31,8141000000000.0,TLKM.JK,Telkom Indonesia
Tax Provision,2023-12-31,8465000000000.0,TLKM.JK,Telkom Indonesia
Tax Provision,2022-12-31,8710000000000.0,TLKM.JK,Telkom Indonesia
Tax Provision,2021-12-31,,TLKM.JK,Telkom Indonesia
Pretax Income,2025-12-31,30509000000000.0,TLKM.JK,Telkom Indonesia
Pretax Income,2024-12-31,37620000000000.0,TLKM.JK,Telkom Indonesia
Pretax Income,2023-12-31,39159000000000.0,TLKM.JK,Telkom Indonesia
Pretax Income,2022-12-31,36430000000000.0,TLKM.JK,Telkom Indonesia
Pretax Income,2021-12-31,,TLKM.JK,Telkom Indonesia
Other Income Expense,2025-12-31,-63000000000.0,TLKM.JK,Telkom Indonesia
Other Income Expense,2024-12-31,327000000000.0,TLKM.JK,Telkom Indonesia
Other Income Expense,2023-12-31,-783000000000.0,TLKM.JK,Telkom Indonesia
Other Income Expense,2022-12-31,-6269000000000.0,TLKM.JK,Telkom Indonesia
Other Income Expense,2021-12-31,,TLKM.JK,Telkom Indonesia
Other Non Operating Income Expenses,2025-12-31,,TLKM.JK,Telkom Indonesia
Other Non Operating Income Expenses,2024-12-31,,TLKM.JK,Telkom Indonesia
Other Non Operating Income Expenses,2023-12-31,,TLKM.JK,Telkom Indonesia
Other Non Operating Income Expenses,2022-12-31,,TLKM.JK,Telkom Indonesia
Other Non Operating Income Expenses,2021-12-31,162000000000.0,TLKM.JK,Telkom Indonesia
Special Income Charges,2025-12-31,,TLKM.JK,Telkom Indonesia
Special Income Charges,2024-12-31,,TLKM.JK,Telkom Indonesia
Special Income Charges,2023-12-31,,TLKM.JK,Telkom Indonesia
Special Income Charges,2022-12-31,0.0,TLKM.JK,Telkom Indonesia
Special Income Charges,2021-12-31,0.0,TLKM.JK,Telkom Indonesia
Write Off,2025-12-31,,TLKM.JK,Telkom Indonesia
Write Off,2024-12-31,,TLKM.JK,Telkom Indonesia
Write Off,2023-12-31,,TLKM.JK,Telkom Indonesia
Write Off,2022-12-31,0.0,TLKM.JK,Telkom Indonesia
Write Off,2021-12-31,0.0,TLKM.JK,Telkom Indonesia
Earnings From Equity Interest,2025-12-31,-1000000000.0,TLKM.JK,Telkom Indonesia
Earnings From Equity Interest,2024-12-31,3000000000.0,TLKM.JK,Telkom Indonesia
Earnings From Equity Interest,2023-12-31,1000000000.0,TLKM.JK,Telkom Indonesia
Earnings From Equity Interest,2022-12-31,-87000000000.0,TLKM.JK,Telkom Indonesia
Earnings From Equity Interest,2021-12-31,,TLKM.JK,Telkom Indonesia
Gain On Sale Of Security,2025-12-31,-62000000000.0,TLKM.JK,Telkom Indonesia
Gain On Sale Of Security,2024-12-31,324000000000.0,TLKM.JK,Telkom Indonesia
Gain On Sale Of Security,2023-12-31,-784000000000.0,TLKM.JK,Telkom Indonesia
Gain On Sale Of Security,2022-12-31,-6182000000000.0,TLKM.JK,Telkom Indonesia
Gain On Sale Of Security,2021-12-31,,TLKM.JK,Telkom Indonesia
Net Non Operating Interest Income Expense,2025-12-31,-3547000000000.0,TLKM.JK,Telkom Indonesia
Net Non Operating Interest Income Expense,2024-12-31,-3854000000000.0,TLKM.JK,Telkom Indonesia
Net Non Operating Interest Income Expense,2023-12-31,-3631000000000.0,TLKM.JK,Telkom Indonesia
Net Non Operating Interest Income Expense,2022-12-31,-3199000000000.0,TLKM.JK,Telkom Indonesia
Net Non Operating Interest Income Expense,2021-12-31,,TLKM.JK,Telkom Indonesia
Interest Expense Non Operating,2025-12-31,5208000000000.0,TLKM.JK,Telkom Indonesia
Interest Expense Non Operating,2024-12-31,5221000000000.0,TLKM.JK,Telkom Indonesia
Interest Expense Non Operating,2023-12-31,4692000000000.0,TLKM.JK,Telkom Indonesia
Interest Expense Non Operating,2022-12-31,4077000000000.0,TLKM.JK,Telkom Indonesia
Interest Expense Non Operating,2021-12-31,,TLKM.JK,Telkom Indonesia
Interest Income Non Operating,2025-12-31,1661000000000.0,TLKM.JK,Telkom Indonesia
Interest Income Non Operating,2024-12-31,1367000000000.0,TLKM.JK,Telkom Indonesia
Interest Income Non Operating,2023-12-31,1061000000000.0,TLKM.JK,Telkom Indonesia
Interest Income Non Operating,2022-12-31,878000000000.0,TLKM.JK,Telkom Indonesia
Interest Income Non Operating,2021-12-31,,TLKM.JK,Telkom Indonesia
Operating Income,2025-12-31,34119000000000.0,TLKM.JK,Telkom Indonesia
Operating Income,2024-12-31,41147000000000.0,TLKM.JK,Telkom Indonesia
Operating Income,2023-12-31,43573000000000.0,TLKM.JK,Telkom Indonesia
Operating Income,2022-12-31,45898000000000.0,TLKM.JK,Telkom Indonesia
Operating Income,2021-12-31,,TLKM.JK,Telkom Indonesia
Operating Expense,2025-12-31,64371000000000.0,TLKM.JK,Telkom Indonesia
Operating Expense,2024-12-31,60738000000000.0,TLKM.JK,Telkom Indonesia
Operating Expense,2023-12-31,59562000000000.0,TLKM.JK,Telkom Indonesia
Operating Expense,2022-12-31,57784000000000.0,TLKM.JK,Telkom Indonesia
Operating Expense,2021-12-31,,TLKM.JK,Telkom Indonesia
Other Operating Expenses,2025-12-31,468000000000.0,TLKM.JK,Telkom Indonesia
Other Operating Expenses,2024-12-31,-252000000000.0,TLKM.JK,Telkom Indonesia
Other Operating Expenses,2023-12-31,-259000000000.0,TLKM.JK,Telkom Indonesia
Other Operating Expenses,2022-12-31,-35000000000.0,TLKM.JK,Telkom Indonesia
Other Operating Expenses,2021-12-31,,TLKM.JK,Telkom Indonesia
Provision For Doubtful Accounts,2025-12-31,1465000000000.0,TLKM.JK,Telkom Indonesia
Provision For Doubtful Accounts,2024-12-31,904000000000.0,TLKM.JK,Telkom Indonesia
Provision For Doubtful Accounts,2023-12-31,513000000000.0,TLKM.JK,Telkom Indonesia
Provision For Doubtful Accounts,2022-12-31,563000000000.0,TLKM.JK,Telkom Indonesia
Provision For Doubtful Accounts,2021-12-31,,TLKM.JK,Telkom Indonesia
Depreciation Amortization Depletion Income Statement,2025-12-31,37653000000000.0,TLKM.JK,Telkom Indonesia
Depreciation Amortization Depletion Income Statement,2024-12-31,34134000000000.0,TLKM.JK,Telkom Indonesia
Depreciation Amortization Depletion Income Statement,2023-12-31,34265000000000.0,TLKM.JK,Telkom Indonesia
Depreciation Amortization Depletion Income Statement,2022-12-31,33129000000000.0,TLKM.JK,Telkom Indonesia
Depreciation Amortization Depletion Income Statement,2021-12-31,,TLKM.JK,Telkom Indonesia
Depreciation And Amortization In Income Statement,2025-12-31,37653000000000.0,TLKM.JK,Telkom Indonesia
Depreciation And Amortization In Income Statement,2024-12-31,34134000000000.0,TLKM.JK,Telkom Indonesia
Depreciation And Amortization In Income Statement,2023-12-31,34265000000000.0,TLKM.JK,Telkom Indonesia
Depreciation And Amortization In Income Statement,2022-12-31,33129000000000.0,TLKM.JK,Telkom Indonesia
Depreciation And Amortization In Income Statement,2021-12-31,,TLKM.JK,Telkom Indonesia
Research And Development,2025-12-31,,TLKM.JK,Telkom Indonesia
Research And Development,2024-12-31,,TLKM.JK,Telkom Indonesia
Research And Development,2023-12-31,,TLKM.JK,Telkom Indonesia
Research And Development,2022-12-31,108000000000.0,TLKM.JK,Telkom Indonesia
Research And Development,2021-12-31,82000000000.0,TLKM.JK,Telkom Indonesia
Selling General And Administration,2025-12-31,24785000000000.0,TLKM.JK,Telkom Indonesia
Selling General And Administration,2024-12-31,25952000000000.0,TLKM.JK,Telkom Indonesia
Selling General And Administration,2023-12-31,25043000000000.0,TLKM.JK,Telkom Indonesia
Selling General And Administration,2022-12-31,24690000000000.0,TLKM.JK,Telkom Indonesia
Selling General And Administration,2021-12-31,,TLKM.JK,Telkom Indonesia
Selling And Marketing Expense,2025-12-31,3287000000000.0,TLKM.JK,Telkom Indonesia
Selling And Marketing Expense,2024-12-31,3824000000000.0,TLKM.JK,Telkom Indonesia
Selling And Marketing Expense,2023-12-31,3530000000000.0,TLKM.JK,Telkom Indonesia
Selling And Marketing Expense,2022-12-31,3929000000000.0,TLKM.JK,Telkom Indonesia
Selling And Marketing Expense,2021-12-31,,TLKM.JK,Telkom Indonesia
General And Administrative Expense,2025-12-31,21498000000000.0,TLKM.JK,Telkom Indonesia
General And Administrative Expense,2024-12-31,22128000000000.0,TLKM.JK,Telkom Indonesia
General And Administrative Expense,2023-12-31,21513000000000.0,TLKM.JK,Telkom Indonesia
General And Administrative Expense,2022-12-31,20761000000000.0,TLKM.JK,Telkom Indonesia
General And Administrative Expense,2021-12-31,,TLKM.JK,Telkom Indonesia
Other Gand A,2025-12-31,4778000000000.0,TLKM.JK,Telkom Indonesia
Other Gand A,2024-12-31,4868000000000.0,TLKM.JK,Telkom Indonesia
Other Gand A,2023-12-31,5125000000000.0,TLKM.JK,Telkom Indonesia
Other Gand A,2022-12-31,5854000000000.0,TLKM.JK,Telkom Indonesia
Other Gand A,2021-12-31,,TLKM.JK,Telkom Indonesia
Salaries And Wages,2025-12-31,16720000000000.0,TLKM.JK,Telkom Indonesia
Salaries And Wages,2024-12-31,17260000000000.0,TLKM.JK,Telkom Indonesia
Salaries And Wages,2023-12-31,16388000000000.0,TLKM.JK,Telkom Indonesia
Salaries And Wages,2022-12-31,14907000000000.0,TLKM.JK,Telkom Indonesia
Salaries And Wages,2021-12-31,,TLKM.JK,Telkom Indonesia
Gross Profit,2025-12-31,98490000000000.0,TLKM.JK,Telkom Indonesia
Gross Profit,2024-12-31,101885000000000.0,TLKM.JK,Telkom Indonesia
Gross Profit,2023-12-31,103135000000000.0,TLKM.JK,Telkom Indonesia
Gross Profit,2022-12-31,103682000000000.0,TLKM.JK,Telkom Indonesia
Gross Profit,2021-12-31,,TLKM.JK,Telkom Indonesia
Cost Of Revenue,2025-12-31,48252000000000.0,TLKM.JK,Telkom Indonesia
Cost Of Revenue,2024-12-31,48082000000000.0,TLKM.JK,Telkom Indonesia
Cost Of Revenue,2023-12-31,46081000000000.0,TLKM.JK,Telkom Indonesia
Cost Of Revenue,2022-12-31,43624000000000.0,TLKM.JK,Telkom Indonesia
Cost Of Revenue,2021-12-31,,TLKM.JK,Telkom Indonesia
Total Revenue,2025-12-31,146742000000000.0,TLKM.JK,Telkom Indonesia
Total Revenue,2024-12-31,149967000000000.0,TLKM.JK,Telkom Indonesia
Total Revenue,2023-12-31,149216000000000.0,TLKM.JK,Telkom Indonesia
Total Revenue,2022-12-31,147306000000000.0,TLKM.JK,Telkom Indonesia
Total Revenue,2021-12-31,,TLKM.JK,Telkom Indonesia
Operating Revenue,2025-12-31,139790000000000.0,TLKM.JK,Telkom Indonesia
Operating Revenue,2024-12-31,142734000000000.0,TLKM.JK,Telkom Indonesia
Operating Revenue,2023-12-31,143033000000000.0,TLKM.JK,Telkom Indonesia
Operating Revenue,2022-12-31,141472000000000.0,TLKM.JK,Telkom Indonesia
Operating Revenue,2021-12-31,,TLKM.JK,Telkom Indonesia
Tax Effect Of Unusual Items,2025-12-31,0.0,ICBP.JK,Indofood CBP
Tax Effect Of Unusual Items,2024-12-31,0.0,ICBP.JK,Indofood CBP
Tax Effect Of Unusual Items,2023-12-31,0.0,ICBP.JK,Indofood CBP
Tax Effect Of Unusual Items,2022-12-31,0.0,ICBP.JK,Indofood CBP
Tax Effect Of Unusual Items,2021-12-31,,ICBP.JK,Indofood CBP
Tax Rate For Calcs,2025-12-31,0.216102,ICBP.JK,Indofood CBP
Tax Rate For Calcs,2024-12-31,0.233575,ICBP.JK,Indofood CBP
Tax Rate For Calcs,2023-12-31,0.260345,ICBP.JK,Indofood CBP
Tax Rate For Calcs,2022-12-31,0.239614,ICBP.JK,Indofood CBP
Tax Rate For Calcs,2021-12-31,,ICBP.JK,Indofood CBP
Normalized EBITDA,2025-12-31,16231567000000.0,ICBP.JK,Indofood CBP
Normalized EBITDA,2024-12-31,14000301000000.0,ICBP.JK,Indofood CBP
Normalized EBITDA,2023-12-31,13827390000000.0,ICBP.JK,Indofood CBP
Normalized EBITDA,2022-12-31,10137353000000.0,ICBP.JK,Indofood CBP
Normalized EBITDA,2021-12-31,,ICBP.JK,Indofood CBP
Total Unusual Items,2025-12-31,,ICBP.JK,Indofood CBP
Total Unusual Items,2024-12-31,,ICBP.JK,Indofood CBP
Total Unusual Items,2023-12-31,-240558000000.0,ICBP.JK,Indofood CBP
Total Unusual Items,2022-12-31,-197062000000.0,ICBP.JK,Indofood CBP
Total Unusual Items,2021-12-31,0.0,ICBP.JK,Indofood CBP
Total Unusual Items Excluding Goodwill,2025-12-31,,ICBP.JK,Indofood CBP
Total Unusual Items Excluding Goodwill,2024-12-31,,ICBP.JK,Indofood CBP
Total Unusual Items Excluding Goodwill,2023-12-31,-240558000000.0,ICBP.JK,Indofood CBP
Total Unusual Items Excluding Goodwill,2022-12-31,-197062000000.0,ICBP.JK,Indofood CBP
Total Unusual Items Excluding Goodwill,2021-12-31,0.0,ICBP.JK,Indofood CBP
Net Income From Continuing Operation Net Minority Interest,2025-12-31,9224927000000.0,ICBP.JK,Indofood CBP
Net Income From Continuing Operation Net Minority Interest,2024-12-31,7079369000000.0,ICBP.JK,Indofood CBP
Net Income From Continuing Operation Net Minority Interest,2023-12-31,6990572000000.0,ICBP.JK,Indofood CBP
Net Income From Continuing Operation Net Minority Interest,2022-12-31,4587367000000.0,ICBP.JK,Indofood CBP
Net Income From Continuing Operation Net Minority Interest,2021-12-31,,ICBP.JK,Indofood CBP
Reconciled Depreciation,2025-12-31,357233000000.0,ICBP.JK,Indofood CBP
Reconciled Depreciation,2024-12-31,358616000000.0,ICBP.JK,Indofood CBP
Reconciled Depreciation,2023-12-31,357984000000.0,ICBP.JK,Indofood CBP
Reconciled Depreciation,2022-12-31,463311000000.0,ICBP.JK,Indofood CBP
Reconciled Depreciation,2021-12-31,,ICBP.JK,Indofood CBP
Reconciled Cost Of Revenue,2025-12-31,48490503000000.0,ICBP.JK,Indofood CBP
Reconciled Cost Of Revenue,2024-12-31,45704099000000.0,ICBP.JK,Indofood CBP
Reconciled Cost Of Revenue,2023-12-31,42783641000000.0,ICBP.JK,Indofood CBP
Reconciled Cost Of Revenue,2022-12-31,43005230000000.0,ICBP.JK,Indofood CBP
Reconciled Cost Of Revenue,2021-12-31,,ICBP.JK,Indofood CBP
EBITDA,2025-12-31,16231567000000.0,ICBP.JK,Indofood CBP
EBITDA,2024-12-31,14000301000000.0,ICBP.JK,Indofood CBP
EBITDA,2023-12-31,13827390000000.0,ICBP.JK,Indofood CBP
